Hub Name,From Route,To Route,Bad Connections (1-5 min)
PEARL @ ROSS - S - NS,TRE,207,66
PARKER ROAD STATION,ORANGE,RED,66
PARKER ROAD STATION,ORANGE,247,66
ADDISON TRANSIT CENTER,022,238,65
SOUTH GARLAND TC,015,018,65
ADDISON TRANSIT CENTER,236,022,65
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,122,64
ADDISON TRANSIT CENTER,229,022,64
HARRY HINES @ BUTLER - S - NS,422,213,64
PEARL @ MCKINNEY - S - FS,306,239,63
ADDISON TRANSIT CENTER,202,200,63
DOWNTOWN PLANO STATION,ORANGE,236,63
SOUTH GARLAND TC,204,242,63
SOUTH GARLAND TC,016,020,62
ADDISON TRANSIT CENTER,236,202,62
DOWNTOWN GARLAND STATION,203,250,62
SOUTH GARLAND TC,016,245,62
SOUTH GARLAND TC,251,020,62
ADDISON TRANSIT CENTER,022,237,62
8TH & CORINTH STATION,226,BLUE,61
INWOOD/LOVE FIELD STATION,GREEN,ORANGE,61
SOUTH GARLAND TC,242,018,61
ADDISON TRANSIT CENTER,229,202,61
HARRY HINES @ BUTLER - S - NS,422,122,61
SOUTHWEST MEDICAL DISTRICT/PARKLAND,001,306,60
SOUTH GARLAND TC,247,018,60
SOUTH GARLAND TC,203,212,60
DOWNTOWN GARLAND STATION,203,251,60
DOWNTOWN IRVING/HERITAGE CROSSING STATION,227,025,60
INWOOD/LOVE FIELD STATION,207,005,60
HARRY HINES @ BUTLER - S - NS,422,101,59
SOUTH GARLAND TC,015,247,59
ADDISON TRANSIT CENTER,239,200,59
SOUTH GARLAND TC,015,242,58
SOUTHWEST MEDICAL DISTRICT/PARKLAND,101,306,58
SOUTH GARLAND TC,016,242,58
DOWNTOWN IRVING/HERITAGE CROSSING STATION,TRE,227,57
GASTON @ GOOD LATIMER - N - NS,214,249,57
SOUTH GARLAND TC,015,204,57
SHERMAN @ LINGCO - N - MB1,ORANGE,250,57
ADDISON TRANSIT CENTER,202,238,57
SOUTH GARLAND TC,245,018,57
PEARL @ MCKINNEY - S - FS,308,239,57
ADDISON TRANSIT CENTER,236,238,57
SOUTH GARLAND TC,212,016,56
DOWNTOWN GARLAND STATION,203,238,56
SOUTH GARLAND TC,214,016,55
DOWNTOWN IRVING/HERITAGE CROSSING STATION,227,TRE,55
SOUTHWEST MEDICAL DISTRICT/PARKLAND,057,213,55
ADDISON TRANSIT CENTER,250,236,55
PEARL @ ROSS - S - NS,TRE,GREEN,55
ADDISON TRANSIT CENTER,250,022,54
SOUTH GARLAND TC,245,020,54
ADDISON TRANSIT CENTER,239,227,54
SOUTH GARLAND TC,242,251,54
GASTON @ LIBERTY - N - NS,214,249,54
SOUTH GARLAND TC,016,251,54
ADDISON TRANSIT CENTER,239,235,54
ADDISON TRANSIT CENTER,235,250,54
SOUTH GARLAND TC,015,020,53
ADDISON TRANSIT CENTER,229,239,53
ADDISON TRANSIT CENTER,022,250,53
GASTON @ LIBERTY - N - NS,421,249,53
DOWNTOWN GARLAND STATION,203,200,52
ADDISON TRANSIT CENTER,239,022,52
SOUTH GARLAND TC,016,015,52
SOUTH GARLAND TC,212,018,51
ADDISON TRANSIT CENTER,235,236,51
ADDISON TRANSIT CENTER,227,202,51
SOUTH GARLAND TC,212,015,51
ADDISON TRANSIT CENTER,250,200,51
SHERMAN @ LINGCO - N - MB1,ORANGE,202,51
ADDISON TRANSIT CENTER,239,237,50
ADDISON TRANSIT CENTER,200,236,50
ADDISON TRANSIT CENTER,237,022,50
ADDISON TRANSIT CENTER,235,202,50
MALCOLM X @ MLK - S - NS,023,216,50
ADDISON TRANSIT CENTER,202,237,50
SOUTH GARLAND TC,247,204,49
PEARL @ MCKINNEY - S - FS,103,306,49
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,306,49
PARKER ROAD STATION,ORANGE,234,48
SOUTH GARLAND TC,242,020,48
SOUTH GARLAND TC,212,214,48
SOUTH GARLAND TC,242,203,48
SOUTH GARLAND TC,016,203,48
8TH & CORINTH STATION,226,RED,48
ADDISON TRANSIT CENTER,235,237,47
PEARL @ ROSS - S - NS,TRE,109,47
GASTON @ LIBERTY - N - NS,249,421,47
ADDISON TRANSIT CENTER,236,229,46
PARKER ROAD STATION,234,ORANGE,46
ADDISON TRANSIT CENTER,202,022,45
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,ORANGE,45
ADDISON TRANSIT CENTER,200,202,45
ADDISON TRANSIT CENTER,202,229,45
ADDISON TRANSIT CENTER,200,250,44
HARRY HINES @ BUTLER - S - NS,422,057,44
ADDISON TRANSIT CENTER,227,235,44
SOUTH GARLAND TC,203,214,44
ADDISON TRANSIT CENTER,239,229,44
ADDISON TRANSIT CENTER,227,236,43
SOUTH GARLAND TC,212,203,43
SOUTH GARLAND TC,203,242,43
ADDISON TRANSIT CENTER,250,237,43
SOUTH GARLAND TC,245,204,43
ADDISON TRANSIT CENTER,236,237,43
8TH & CORINTH STATION,BLUE,RED,42
SOUTH GARLAND TC,214,251,42
BLACKBURN @ COLE - E - NS,BLUE,RED,42
SMU/MOCKINGBIRD STATION,205,017,42
ADDISON TRANSIT CENTER,239,238,42
SOUTHWEST MEDICAL DISTRICT/PARKLAND,023,057,41
PEARL @ MCKINNEY - S - FS,308,306,41
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,306,41
SOUTH GARLAND TC,204,212,41
INWOOD/LOVE FIELD STATION,207,ORANGE,41
PEARL @ ROSS - S - NS,421,102,40
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,GREEN,40
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,ORANGE,40
ADDISON TRANSIT CENTER,227,200,40
ADDISON TRANSIT CENTER,227,022,40
ADDISON TRANSIT CENTER,239,202,40
ADDISON TRANSIT CENTER,227,238,39
ADDISON TRANSIT CENTER,238,022,39
SOUTHWEST MEDICAL DISTRICT/PARKLAND,219,306,39
SOUTH GARLAND TC,214,242,39
COCKRELL HILL TL,009,226,39
ADDISON TRANSIT CENTER,200,237,39
SOUTH GARLAND TC,212,020,39
ADDISON TRANSIT CENTER,022,227,38
SOUTH GARLAND TC,214,245,38
GASTON @ LIBERTY - N - NS,421,001,38
SOUTH GARLAND TC,242,245,38
SMU/MOCKINGBIRD STATION,205,440,38
ILLINOIS @ DENLEY - E - NS,104,141,38
SOUTH GARLAND TC,016,247,38
HARRY HINES @ BUTLER - S - NS,057,422,38
ADDISON TRANSIT CENTER,227,229,37
GASTON @ LIBERTY - N - NS,421,GREEN,37
PEARL @ ROSS - S - NS,421,214,37
ADDISON TRANSIT CENTER,229,238,36
MALCOLM X @ MLK - S - NS,013,216,36
STONEWALL @ BUTE - W - NS,023,ORANGE,36
SOUTH GARLAND TC,247,016,36
SOUTH GARLAND TC,247,015,36
MALCOLM X @ MLK - S - NS,216,013,36
DOWNTOWN IRVING/HERITAGE CROSSING STATION,227,229,34
ADDISON TRANSIT CENTER,236,200,34
PEARL @ ROSS - S - NS,421,016,34
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,023,34
SOUTH GARLAND TC,214,018,34
ADDISON TRANSIT CENTER,236,239,34
ADDISON TRANSIT CENTER,202,250,34
ADDISON TRANSIT CENTER,236,227,33
ADDISON TRANSIT CENTER,237,236,33
ADDISON TRANSIT CENTER,202,227,33
SHERMAN @ LINGCO - N - MB1,ORANGE,200,33
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,057,33
ADDISON TRANSIT CENTER,250,227,32
ADDISON TRANSIT CENTER,022,SILVER,32
SMU/MOCKINGBIRD STATION,440,RED,32
ROSS @ BENNETT - S - NS,023,205,32
PEARL @ ROSS - S - NS,421,205,32
SOUTH GARLAND TC,015,251,32
SOUTH GARLAND TC,251,204,32
SOUTH GARLAND TC,214,015,31
ADDISON TRANSIT CENTER,237,250,31
ADDISON TRANSIT CENTER,202,SILVER,31
ADDISON TRANSIT CENTER,022,236,31
ADDISON TRANSIT CENTER,250,SILVER,31
PEARL @ ROSS - S - NS,421,147,31
DOWNTOWN IRVING/HERITAGE CROSSING STATION,227,231,31
SOUTHWEST MEDICAL DISTRICT/PARKLAND,213,GREEN,31
ADDISON TRANSIT CENTER,250,229,30
PEARL @ ROSS - S - NS,421,249,30
SOUTH GARLAND TC,245,203,30
ADDISON TRANSIT CENTER,238,239,30
SOUTH GARLAND TC,203,204,30
ADDISON TRANSIT CENTER,202,235,30
ADDISON TRANSIT CENTER,235,239,29
GASTON @ GOOD LATIMER - N - NS,214,GREEN,29
ADDISON TRANSIT CENTER,022,229,29
ADDISON TRANSIT CENTER,250,235,29
ADDISON TRANSIT CENTER,235,200,29
SOUTH GARLAND TC,015,245,28
BLACKBURN @ COLE - E - NS,RED,ORANGE,28
INWOOD/LOVE FIELD STATION,103,ORANGE,28
GASTON @ LIBERTY - N - NS,ORANGE,009,28
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,101,28
ADDISON TRANSIT CENTER,238,237,28
PEARL @ ROSS - S - NS,421,308,28
ADDISON TRANSIT CENTER,237,229,28
BLACKBURN @ COLE - E - NS,ORANGE,BLUE,27
ADDISON TRANSIT CENTER,250,238,27
PEARL @ ROSS - S - NS,421,001,27
ADDISON TRANSIT CENTER,236,235,27
ADDISON TRANSIT CENTER,227,250,27
SOUTH GARLAND TC,245,251,27
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,101,26
INWOOD/LOVE FIELD STATION,207,GREEN,26
GASTON @ LIBERTY - N - NS,214,421,26
PEARL @ ROSS - S - NS,103,421,26
ADDISON TRANSIT CENTER,235,SILVER,25
ADDISON TRANSIT CENTER,236,250,25
BLACKBURN @ COLE - E - NS,ORANGE,RED,25
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,213,25
SHERMAN @ LINGCO - N - MB1,RED,ORANGE,25
PEARL @ ROSS - S - NS,421,009,25
ADDISON TRANSIT CENTER,237,200,25
ADDISON TRANSIT CENTER,238,236,25
ADDISON TRANSIT CENTER,202,236,25
INWOOD/LOVE FIELD STATION,103,005,25
ADDISON TRANSIT CENTER,200,SILVER,25
STONEWALL @ BUTE - W - NS,GREEN,ORANGE,24
SOUTH GARLAND TC,247,251,24
PEARL @ ROSS - S - NS,421,128,24
ADDISON TRANSIT CENTER,227,237,24
ADDISON TRANSIT CENTER,SILVER,239,24
DOWNTOWN PLANO STATION,ORANGE,SILVER,24
PEARL @ ROSS - S - NS,421,013,24
PEARL @ ROSS - S - NS,421,BLUE,24
SOUTH GARLAND TC,212,251,24
SOUTH GARLAND TC,212,247,24
ADDISON TRANSIT CENTER,200,227,24
ADDISON TRANSIT CENTER,200,239,24
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,219,24
ADDISON TRANSIT CENTER,227,239,24
GASTON @ GOOD LATIMER - N - NS,ORANGE,009,24
SOUTH GARLAND TC,015,203,23
SOUTH GARLAND TC,242,016,23
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,122,23
SOUTH GARLAND TC,247,214,23
SOUTH GARLAND TC,247,245,23
PEARL @ ROSS - S - NS,421,237,23
PEARL @ ROSS - S - NS,421,207,23
ADDISON TRANSIT CENTER,238,SILVER,22
ADDISON TRANSIT CENTER,236,SILVER,22
SOUTH GARLAND TC,247,020,22
ADDISON TRANSIT CENTER,237,227,22
GASTON @ LIBERTY - N - NS,421,214,22
ADDISON TRANSIT CENTER,229,227,22
MALCOLM X @ MLK - S - NS,216,104,21
GASTON @ LIBERTY - N - NS,ORANGE,001,21
GASTON @ LIBERTY - N - NS,GREEN,ORANGE,21
ADDISON TRANSIT CENTER,237,235,21
PEARL @ ROSS - S - NS,421,230,21
GASTON @ GOOD LATIMER - N - NS,GREEN,ORANGE,21
PEARL @ ROSS - S - NS,421,620,21
PEARL @ ROSS - S - NS,421,425,21
PEARL @ ROSS - S - NS,421,RED,21
PEARL @ ROSS - S - NS,421,ORANGE,21
SOUTH GARLAND TC,251,016,20
PEARL @ ROSS - S - NS,421,TRE,20
SOUTH GARLAND TC,203,247,20
SOUTH GARLAND TC,242,214,20
SOUTH GARLAND TC,251,242,20
SOUTH GARLAND TC,212,242,20
SOUTH GARLAND TC,251,212,20
SOUTH GARLAND TC,247,242,20
SOUTH GARLAND TC,242,015,20
ADDISON TRANSIT CENTER,200,022,20
SOUTH GARLAND TC,242,212,19
SOUTH GARLAND TC,212,245,19
PEARL @ ROSS - S - NS,421,224,19
PEARL @ ROSS - S - NS,421,239,19
SOUTH GARLAND TC,251,015,19
WESTMORELAND STATION,221,RED,19
PEARL @ ROSS - S - NS,421,306,19
SOUTH GARLAND TC,015,212,19
ADDISON TRANSIT CENTER,202,239,18
STONEWALL @ BUTE - W - NS,ORANGE,023,18
PEARL @ ROSS - S - NS,421,GREEN,18
DOWNTOWN PLANO STATION,SILVER,ORANGE,18
ADDISON TRANSIT CENTER,200,229,18
PEARL @ ROSS - S - NS,421,145,18
SOUTH GARLAND TC,214,020,18
SOUTH GARLAND TC,214,203,18
ADDISON TRANSIT CENTER,237,SILVER,18
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,023,18
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,230,18
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,122,18
PEARL @ ROSS - S - NS,421,018,18
SOUTH GARLAND TC,251,245,18
ADDISON TRANSIT CENTER,227,SILVER,17
SOUTH GARLAND TC,251,214,17
ADDISON TRANSIT CENTER,235,022,17
SOUTH GARLAND TC,203,016,17
SOUTH GARLAND TC,203,245,16
SOUTH GARLAND TC,214,247,16
ADDISON TRANSIT CENTER,229,235,16
ADDISON TRANSIT CENTER,200,238,16
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,001,16
SOUTH GARLAND TC,203,015,16
ADDISON TRANSIT CENTER,237,239,16
SOUTH GARLAND TC,251,247,16
ADDISON TRANSIT CENTER,235,227,16
ADDISON TRANSIT CENTER,229,200,15
GASTON @ LIBERTY - N - NS,001,ORANGE,15
ADDISON TRANSIT CENTER,250,239,15
GASTON @ GOOD LATIMER - N - NS,ORANGE,018,15
SOUTH GARLAND TC,245,242,15
ADDISON TRANSIT CENTER,237,238,15
SOUTH GARLAND TC,245,016,15
SOUTH GARLAND TC,245,247,15
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,219,15
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,ORANGE,15
PEARL @ ROSS - S - NS,421,003,15
ADDISON TRANSIT CENTER,200,235,14
PEARL @ ROSS - S - NS,421,109,14
SOUTH GARLAND TC,242,247,14
GASTON @ LIBERTY - N - NS,ORANGE,023,14
GASTON @ LIBERTY - N - NS,ORANGE,018,14
SOUTH GARLAND TC,247,203,14
ADDISON TRANSIT CENTER,238,227,14
GASTON @ LIBERTY - N - NS,023,ORANGE,14
ADDISON TRANSIT CENTER,235,229,13
SOUTH GARLAND TC,245,015,13
GASTON @ GOOD LATIMER - N - NS,ORANGE,GREEN,13
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,213,13
ADDISON TRANSIT CENTER,229,237,13
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,GREEN,13
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,001,13
SMU/MOCKINGBIRD STATION,205,RED,13
ADDISON TRANSIT CENTER,229,236,12
SMU/MOCKINGBIRD STATION,205,ORANGE,12
PEARL @ ROSS - S - NS,421,106,12
MALCOLM X @ MLK - S - NS,216,GREEN,12
ADDISON TRANSIT CENTER,235,238,12
SOUTH GARLAND TC,203,251,11
SOUTH GARLAND TC,245,212,11
STONEWALL @ BUTE - W - NS,ORANGE,018,11
STONEWALL @ BUTE - W - NS,ORANGE,GREEN,11
STONEWALL @ BUTE - W - NS,ORANGE,214,10
GASTON @ LIBERTY - N - NS,018,ORANGE,10
SOUTH GARLAND TC,245,214,10
ADDISON TRANSIT CENTER,238,200,10
COCKRELL HILL TL,226,221,10
GASTON @ LIBERTY - N - NS,ORANGE,GREEN,10
GASTON @ GOOD LATIMER - N - NS,009,ORANGE,10
ADDISON TRANSIT CENTER,229,250,9
SOUTH GARLAND TC,016,212,9
PEARL @ ROSS - S - NS,421,103,9
STONEWALL @ BUTE - W - NS,018,ORANGE,8
GASTON @ GOOD LATIMER - N - NS,001,ORANGE,8
HARRY HINES @ BUTLER - S - NS,122,422,8
ADDISON TRANSIT CENTER,238,229,8
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,306,8
ADDISON TRANSIT CENTER,238,235,7
GASTON @ GOOD LATIMER - N - NS,214,ORANGE,7
COCKRELL HILL TL,221,226,7
ADDISON TRANSIT CENTER,229,SILVER,6
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,230,6
GASTON @ GOOD LATIMER - N - NS,018,ORANGE,6
DOWNTOWN IRVING/HERITAGE CROSSING STATION,TRE,229,6
SOUTH GARLAND TC,214,212,6
SHERMAN @ LINGCO - N - MB1,ORANGE,RED,6
SOUTH GARLAND TC,247,212,5
SOUTHWEST MEDICAL DISTRICT/PARKLAND,306,422,5
ADDISON TRANSIT CENTER,238,250,5
SOUTHWEST MEDICAL DISTRICT/PARKLAND,GREEN,422,4
SOUTH GARLAND TC,251,203,4
GASTON @ GOOD LATIMER - N - NS,ORANGE,001,4
GASTON @ LIBERTY - N - NS,249,ORANGE,3
GASTON @ LIBERTY - N - NS,214,ORANGE,3
GASTON @ GOOD LATIMER - N - NS,249,ORANGE,3
STONEWALL @ BUTE - W - NS,214,ORANGE,2
SOUTHWEST MEDICAL DISTRICT/PARKLAND,422,057,2
